"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0003012","muscle system process","140/1743","467/18805",0.299785867237687,3.23435067894705,15.627612654328,6.54843114188232e-38,3.69658937959257e-34,2.68485676817175e-34,"CAV1/KCNIP2/GSN/ACACB/PPP1R12B/PPARG/NMUR1/ADRA1A/OXTR/LMOD1/SCN4A/MYOC/KLF15/FOXO1/LEP/ADRB2/SPX/CNN1/DMD/CASQ2/SCN4B/ABCC9/TNNT1/ATP1A2/MYH11/ANK2/EDNRB/MYLK/SCN9A/SYNM/KIT/TMOD1/CKMT2/SSPN/IGF1/MYOM2/MYLK2/CACNA2D1/CFLAR/TRDN/AKAP6/FXYD1/UTRN/RYR3/SCN11A/ACTA2/MAP2K6/PI16/SCN3A/SCN2B/KCNE1/TNNT3/MYOCD/PRKD1/SCN5A/PPARA/CRYAB/CLIC2/TACR1/P2RX6/BIN1/SCN3B/ATP2B4/MYH1/MYH3/MYL9/RGS2/HTR2A/NR4A3/DES/NR4A1/KCNJ2/SCN2A/TMOD2/MYOZ2/STAC3/COL14A1/PLN/ARHGAP42/ADRA2A/MYL3/KCNA1/CAV3/ATP2A1/EDN1/NOS1/HRC/GRIP2/KCNJ8/FBXO32/GSTM2/SGCA/SCN7A/PTGER3/PRKCA/MYOG/CTNNA3/MYBPH/KBTBD13/ADRA2B/SORBS2/EDN3/KCNIP1/MSTN/TPM2/MYH7B/ACTN3/TTN/PTGS2/ACTA1/DRD2/SLC8A3/MYH6/MLIP/STAC2/CACNA1G/SLN/CLCN1/TCAP/MYL11/PROK2/MYL2/CHRNG/MYH2/CHRND/KCNJ12/ANKRD2/TNNC2/MYH8/MYH7/MYOD1/RYR1/PRKAG3/TRIM63/SMPX/CASQ1/LMOD2/TNNC1/ASB2/KLHL41",140
"GO:0006936","muscle contraction","116/1743","359/18805",0.323119777158774,3.48609719418861,15.2010319407227,6.32284668283559e-35,1.78462347623035e-31,1.2961835699813e-31,"CAV1/KCNIP2/GSN/PPP1R12B/NMUR1/ADRA1A/OXTR/LMOD1/SCN4A/ADRB2/SPX/CNN1/DMD/CASQ2/SCN4B/ABCC9/TNNT1/ATP1A2/MYH11/ANK2/EDNRB/MYLK/SCN9A/SYNM/KIT/TMOD1/CKMT2/SSPN/MYOM2/MYLK2/CACNA2D1/TRDN/FXYD1/UTRN/RYR3/SCN11A/ACTA2/MAP2K6/SCN3A/SCN2B/KCNE1/TNNT3/MYOCD/PRKD1/SCN5A/CRYAB/CLIC2/TACR1/P2RX6/BIN1/SCN3B/ATP2B4/MYH1/MYH3/MYL9/RGS2/HTR2A/DES/NR4A1/KCNJ2/SCN2A/TMOD2/STAC3/PLN/ARHGAP42/ADRA2A/MYL3/KCNA1/CAV3/ATP2A1/EDN1/NOS1/HRC/GRIP2/KCNJ8/GSTM2/SGCA/SCN7A/PTGER3/CTNNA3/MYBPH/KBTBD13/ADRA2B/EDN3/KCNIP1/TPM2/MYH7B/ACTN3/TTN/PTGS2/ACTA1/DRD2/SLC8A3/MYH6/STAC2/CACNA1G/CLCN1/TCAP/MYL11/PROK2/MYL2/CHRNG/MYH2/CHRND/KCNJ12/ANKRD2/TNNC2/MYH8/MYH7/RYR1/TRIM63/SMPX/CASQ1/LMOD2/TNNC1/KLHL41",116
"GO:0030239","myofibril assembly","43/1743","75/18805",0.573333333333333,6.18561866513674,14.3820623070168,1.90906627906254e-25,3.59222638176935e-22,2.60905724805214e-22,"MYOM1/CFL2/LMOD1/TNNT1/MYH11/PGM5/TMOD1/MYOM2/CSRP1/CFLAR/LDB3/TNNT3/PRKD1/MYH3/MYL9/PROX1/FHOD3/FLNC/CAPN3/PDGFRA/TMOD2/MYOZ2/ACTN2/MYOM3/CAV3/EDN1/MYBPH/OBSCN/ANKRD1/TTN/ACTA1/MYH6/TCAP/MYL2/ACTC1/NRAP/CASQ1/MYPN/LMOD2/MYBPC2/NEB/MYBPC1/KLHL41",43
"GO:0055001","muscle cell development","72/1743","202/18805",0.356435643564356,3.84553773793903,12.9959307156259,5.44686114156707e-25,7.68688278603652e-22,5.58303267010624e-22,"MYOM1/CFL2/CAV2/ALPK3/ADRA1A/LMOD1/DMD/TNNT1/MYH11/ANK2/PGM5/TMOD1/IGF1/MYOM2/CSRP1/CFLAR/AKAP6/PI16/LDB3/TNNT3/PRKD1/PPARA/SGCB/BIN1/MYH3/MYL9/RCAN1/RGS2/PROX1/FHOD3/SYPL2/FLNC/CAPN3/PDGFRA/TMOD2/MYOZ2/STAC3/COL14A1/ACTN2/MYOM3/CAV3/EDN1/TBX18/POPDC1/SGCZ/ADM/MYOG/MYO18B/MYBPH/WNT10B/SORBS2/OBSCN/ACTN3/ANKRD1/TTN/ACTA1/MYH6/WFIKKN2/TCAP/MYL2/ACTC1/NRAP/MYOD1/RYR1/CASQ1/MYPN/LMOD2/MYBPC2/NEB/MYBPC1/ASB2/KLHL41",72
"GO:0055002","striated muscle cell development","65/1743","174/18805",0.373563218390805,4.03032491212799,12.8352574260835,5.43180228009468e-24,6.13250477422689e-21,4.45407786967764e-21,"MYOM1/CFL2/CAV2/ALPK3/ADRA1A/LMOD1/TNNT1/MYH11/PGM5/TMOD1/IGF1/MYOM2/CSRP1/CFLAR/AKAP6/PI16/LDB3/TNNT3/PRKD1/PPARA/SGCB/MYH3/MYL9/RCAN1/RGS2/PROX1/FHOD3/FLNC/CAPN3/PDGFRA/TMOD2/MYOZ2/STAC3/COL14A1/ACTN2/MYOM3/CAV3/EDN1/TBX18/POPDC1/MYOG/MYO18B/MYBPH/WNT10B/SORBS2/OBSCN/ACTN3/ANKRD1/TTN/ACTA1/MYH6/TCAP/MYL2/ACTC1/NRAP/MYOD1/RYR1/CASQ1/MYPN/LMOD2/MYBPC2/NEB/MYBPC1/ASB2/KLHL41",65
"GO:0007517","muscle organ development","100/1743","369/18805",0.2710027100271,2.92381294438303,11.9289308735651,1.4664999729012e-23,1.37973205783788e-20,1.00210831481582e-20,"MYOM1/FHL1/CAV1/CFL2/ITGA7/CAV2/MYMX/DMD/ABCC9/S1PR1/MYLK/EGR1/HLF/ARID5B/KY/SMYD1/IGF1/MYOM2/MEOX2/MYLK2/CFLAR/POU6F1/TGFBR3/EGR2/UTRN/FOS/MEF2C/SCN11A/FOXO4/JPH2/MYOCD/MAFF/CYP26B1/CRYAB/SGCB/ATF3/BMP2/MYH3/EPHB1/RCAN1/LAMA2/PROX1/EGR3/TAGLN/DES/NR4A1/CNTFR/CAPN3/NRG1/ALX4/MYOZ2/STAC3/ZFPM2/HBEGF/SGCG/MYL3/TCF21/CAV3/TCF15/SVIL/ETV1/MSX1/POPDC1/CAVIN4/SGCA/MYOG/TWIST1/WNT10B/YBX3/NEGR1/MSTN/ACTN3/ANKRD1/TTN/USP2/ACTA1/MYH6/SMTNL1/PAX3/VGLL2/UNC45B/TCAP/MYL11/MYL2/SPEG/CHRND/FGF8/ACTC1/ANKRD2/DPF3/MYH7/MYOD1/RYR1/RPL3L/CASQ1/NEB/METTL21C/TNNC1/ASB2/KLHL41",100
"GO:0031032","actomyosin structure organization","71/1743","215/18805",0.330232558139535,3.56283606185539,12.079785077604,2.02308932176542e-22,1.63147703162368e-19,1.18495231703403e-19,"MYOM1/SORBS1/CFL2/FERMT2/LMOD1/MYOC/SYNPO/CORO2B/ITGB1BP1/CNN1/TNNT1/ARHGEF15/MYH11/S1PR1/DLC1/EPB41L2/PGM5/TMOD1/RGCC/MYOM2/CSRP1/CFLAR/ZEB2/RAPGEF3/PPM1F/LDB3/TNNT3/NRP1/PRKD1/PIK3R1/PTGER4/TACR1/MYH3/MYL9/PROX1/EPB41L4B/FHOD3/FLNC/CAPN3/ARHGAP6/PDGFRA/PHLDB2/TMOD2/MET/MYOZ2/SFRP1/ACTN2/LIMCH1/MYOM3/CAV3/EDN1/TMEFF2/FRMD3/MYO18B/MYBPH/OBSCN/ANKRD1/TTN/ACTA1/MYH6/TCAP/MYL2/ACTC1/NRAP/CASQ1/MYPN/LMOD2/MYBPC2/NEB/MYBPC1/KLHL41",71
"GO:0042692","muscle cell differentiation","106/1743","429/18805",0.247086247086247,2.66578134048014,11.1552676274156,1.65467681425189e-21,1.16758132705649e-18,8.48021867304093e-19,"MYOM1/CFL2/CAV2/ADAMTS5/ALPK3/ADRA1A/LMOD1/EHD2/MYMX/DMD/TNNT1/MYH11/ANK2/EDNRB/NOTCH4/PGM5/KIT/TMOD1/PLPP7/SMYD1/IGF1/MYOM2/CSRP1/CFLAR/AKAP6/CAMK1/QKI/MEF2C/PI16/SYNE1/FOXO4/LDB3/TNNT3/AVPR1A/RBPMS2/MYOCD/CYP26B1/PRKD1/PPARA/SGCB/LAMC1/BIN1/BMP2/MYH3/MYL9/RCAN1/RGS2/LAMA2/PROX1/FHOD3/SYPL2/FLNC/CAPN3/PDGFRA/NRG1/FBXO40/TMOD2/CCN3/MYOZ2/STAC3/COL14A1/ACTN2/ZEB1/FZD7/MYOM3/BHLHE41/CAV3/EDN1/TBX18/NOS1/MSX1/KCNJ8/POPDC1/SGCZ/ADM/MYOG/MYO18B/MYBPH/WNT10B/ADGRB3/SORBS2/LAMA1/OBSCN/ACTN3/ANKRD1/TTN/ACTA1/MYH6/WFIKKN2/TCAP/MYL2/SCGB3A1/SPEG/ACTC1/NRAP/MYOD1/RYR1/RPL3L/CASQ1/MYPN/LMOD2/MYBPC2/NEB/MYBPC1/ASB2/KLHL41",106
"GO:0051146","striated muscle cell differentiation","86/1743","311/18805",0.276527331189711,2.98341736260614,11.2729537328695,4.77857027191121e-21,2.9972254649932e-18,2.17690423498177e-18,"MYOM1/CFL2/CAV2/ADAMTS5/ALPK3/ADRA1A/LMOD1/EHD2/MYMX/TNNT1/MYH11/PGM5/TMOD1/PLPP7/SMYD1/IGF1/MYOM2/CSRP1/CFLAR/AKAP6/MEF2C/PI16/SYNE1/LDB3/TNNT3/AVPR1A/MYOCD/CYP26B1/PRKD1/PPARA/SGCB/BMP2/MYH3/MYL9/RCAN1/RGS2/PROX1/FHOD3/FLNC/CAPN3/PDGFRA/NRG1/TMOD2/CCN3/MYOZ2/STAC3/COL14A1/ACTN2/FZD7/MYOM3/BHLHE41/CAV3/EDN1/TBX18/NOS1/MSX1/KCNJ8/POPDC1/MYOG/MYO18B/MYBPH/WNT10B/ADGRB3/SORBS2/OBSCN/ACTN3/ANKRD1/TTN/ACTA1/MYH6/TCAP/MYL2/SCGB3A1/ACTC1/NRAP/MYOD1/RYR1/RPL3L/CASQ1/MYPN/LMOD2/MYBPC2/NEB/MYBPC1/ASB2/KLHL41",86
"GO:0060537","muscle tissue development","107/1743","446/18805",0.239910313901345,2.58836113190751,10.8505315860051,1.19040056841235e-20,6.71981120868772e-18,4.88064233049064e-18,"MYOM1/CAV1/CFL2/CAV2/ALPK3/ADRA1A/RBP4/DMD/ABCC9/MYH11/S1PR1/MYLK/PKD2/EGR1/HLF/PGM5/NPR2/ALDH1A2/SAV1/SMYD1/IGF1/MYOM2/MEOX2/CSRP1/MYLK2/CFLAR/AKAP6/TGFBR3/EGR2/FGF2/FOS/MEF2C/YAP1/PI16/SYNE1/JPH2/MYOCD/MAFF/CYP26B1/TIPARP/SCN5A/PPARA/SGCB/ATF3/BMP2/EPHB1/RCAN1/RGS2/PROX1/NR4A1/FHOD3/PTCH1/PDGFRA/NRG1/MYOZ2/STAC3/ZFPM2/COL14A1/ACTN2/FZD7/SGCG/PLN/MYL3/TCF21/CAV3/OSR1/SVIL/EDN1/TBX18/MSX1/KCNJ8/POPDC1/SGCZ/ADAMTS9/MYOG/MYO18B/TWIST1/WNT10B/SORBS2/YBX3/MSTN/ACTN3/ANKRD1/TTN/ACTA1/MYH6/CACNA1G/VGLL2/TCAP/MYL11/MYL2/BMP5/CHRND/FGF8/ACTC1/MYL7/MYH7/NRAP/MYOD1/RYR1/RPL3L/CASQ1/NEB/METTL21C/TNNC1/ASB2/KLHL41",107
